entry,at,order
"""kz @ 0a6Ik_ZRiT"" collected 335 from pot with Pair, 4's (combination: 4♠, 4♥, A♠, Q♠, 10♦)",2021-04-23T07:03:18.204Z,161916139820501
"""kz @ 0a6Ik_ZRiT"" shows a Q♠, 4♠.",2021-04-23T07:03:18.204Z,161916139820500
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T07:03:17.394Z,161916139739500
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T07:03:15.902Z,161916139590200
"River: 3♥, 7♥, 4♥, 10♦ [A♠]",2021-04-23T07:03:13.731Z,161916139374200
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T07:03:12.920Z,161916139292100
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T07:03:12.019Z,161916139202000
"Turn: 3♥, 7♥, 4♥ [10♦]",2021-04-23T07:03:09.884Z,161916138988600
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T07:03:09.072Z,161916138907400
"""kmoney @ 207qEauJ4R"" bets 10",2021-04-23T07:03:07.852Z,161916138785200
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T07:03:04.970Z,161916138497100
"Flop:  [3♥, 7♥, 4♥]",2021-04-23T07:03:01.880Z,161916138188200
"""kz @ 0a6Ik_ZRiT"" calls 120",2021-04-23T07:03:01.071Z,161916138107200
"""Eric @ dei7kEnUlw"" folds",2021-04-23T07:02:59.814Z,161916137981500
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:02:58.906Z,161916137890700
"""Adi @ YH01OuL_N3"" folds",2021-04-23T07:02:49.150Z,161916136915100
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:02:47.586Z,161916136758700
"""kmoney @ 207qEauJ4R"" raises to 120",2021-04-23T07:02:46.544Z,161916136654500
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:02:40.364Z,161916136036500
"""kz @ 0a6Ik_ZRiT"" calls 30",2021-04-23T07:02:38.347Z,161916135834800
"""Eric @ dei7kEnUlw"" calls 30",2021-04-23T07:02:37.438Z,161916135743900
"""nik @ fYiRGQheT5"" raises to 30",2021-04-23T07:02:35.653Z,161916135565400
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:02:32.932Z,161916135293300
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T07:02:29.698Z,161916134969900
"""Adi @ YH01OuL_N3"" posts a big blind of 10",2021-04-23T07:02:28.196Z,161916134820013
"""GQ @ Tj43FUuDGB"" posts a small blind of 5",2021-04-23T07:02:28.196Z,161916134820012
"Your hand is 7♠, 8♠",2021-04-23T07:02:28.196Z,161916134820005
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1752) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2350) | #3 ""cw @ CE0qz3cL7r"" (4747) | #4 ""nik @ fYiRGQheT5"" (2645) | #5 ""Eric @ dei7kEnUlw"" (1000) | #7 ""kz @ 0a6Ik_ZRiT"" (261) | #8 ""GGGGunit @ BSJhpWucQ9"" (2960) | #9 ""kmoney @ 207qEauJ4R"" (1836) | #10 ""GQ @ Tj43FUuDGB"" (1307)",2021-04-23T07:02:28.196Z,161916134820002
"-- starting hand #123  (No Limit Texas Hold'em) (dealer: ""kmoney @ 207qEauJ4R"") --",2021-04-23T07:02:28.196Z,161916134820001
"The player ""Eric @ dei7kEnUlw"" joined the game with a stack of 1000.",2021-04-23T07:02:28.196Z,161916134820000
"-- ending hand #122 --",2021-04-23T07:02:25.275Z,161916134527602
"""kmoney @ 207qEauJ4R"" collected 160 from pot",2021-04-23T07:02:25.275Z,161916134527601
"Uncalled bet of 160 returned to ""kmoney @ 207qEauJ4R""",2021-04-23T07:02:25.275Z,161916134527600
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T07:02:24.456Z,161916134445600
"""kmoney @ 207qEauJ4R"" bets 160",2021-04-23T07:02:17.007Z,161916133700800
"River: 3♣, 8♣, K♣, 2♥ [3♥]",2021-04-23T07:02:12.172Z,161916133217600
"""kmoney @ 207qEauJ4R"" calls 60",2021-04-23T07:02:11.360Z,161916133136200
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T07:02:04.926Z,161916132492700
"""GQ @ Tj43FUuDGB"" raises to 60",2021-04-23T07:02:03.105Z,161916132310700
"""kmoney @ 207qEauJ4R"" calls 10",2021-04-23T07:01:53.221Z,161916131322200
"""GGGGunit @ BSJhpWucQ9"" bets 10",2021-04-23T07:01:48.904Z,161916130890500
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T07:01:46.302Z,161916130630300
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T07:01:45.207Z,161916130520700
"Turn: 3♣, 8♣, K♣ [2♥]",2021-04-23T07:01:41.694Z,161916130169600
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T07:01:40.887Z,161916130088800
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T07:01:35.985Z,161916129598600
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T07:01:34.060Z,161916129406000
"Flop:  [3♣, 8♣, K♣]",2021-04-23T07:01:31.340Z,161916129134200
"""GQ @ Tj43FUuDGB"" checks",2021-04-23T07:01:30.531Z,161916129053200
"""kmoney @ 207qEauJ4R"" calls 10",2021-04-23T07:01:28.509Z,161916128851000
"""GGGGunit @ BSJhpWucQ9"" calls 10",2021-04-23T07:01:22.942Z,161916128294400
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T07:01:21.326Z,161916128132700
"The admin approved the player ""Eric @ dei7kEnUlw"" participation with a stack of 1000.",2021-04-23T07:01:20.880Z,161916128088500
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:01:19.280Z,161916127928100
"""cw @ CE0qz3cL7r"" folds",2021-04-23T07:01:18.370Z,161916127837100
"The player ""Eric @ dei7kEnUlw"" requested a seat.",2021-04-23T07:01:15.621Z,161916127562200
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T07:01:13.170Z,161916127317100
"""Adi @ YH01OuL_N3"" folds",2021-04-23T07:01:11.229Z,161916127123000
"""GQ @ Tj43FUuDGB"" posts a big blind of 10",2021-04-23T07:01:05.931Z,161916126593612
"""kmoney @ 207qEauJ4R"" posts a small blind of 5",2021-04-23T07:01:05.931Z,161916126593611
"Your hand is 6♦, 4♠",2021-04-23T07:01:05.931Z,161916126593605
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1752) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2350) | #3 ""cw @ CE0qz3cL7r"" (4747) | #4 ""nik @ fYiRGQheT5"" (2645) | #7 ""kz @ 0a6Ik_ZRiT"" (261) | #8 ""GGGGunit @ BSJhpWucQ9"" (2980) | #9 ""kmoney @ 207qEauJ4R"" (1746) | #10 ""GQ @ Tj43FUuDGB"" (1377)",2021-04-23T07:01:05.931Z,161916126593602
"-- starting hand #122  (No Limit Texas Hold'em) (dealer: ""GGGGunit @ BSJhpWucQ9"") --",2021-04-23T07:01:05.931Z,161916126593601
"The player ""Eric @ dei7kEnUlw"" quits the game with a stack of 0.",2021-04-23T07:01:05.931Z,161916126593600
"""kz @ 0a6Ik_ZRiT"" shows a 4♠, 2♣.",2021-04-23T07:00:58.970Z,161916125897100
"-- ending hand #121 --",2021-04-23T07:00:56.778Z,161916125678001
"""cw @ CE0qz3cL7r"" collected 2495 from pot with Two Pair, A's & J's (combination: A♦, A♥, J♥, J♦, 5♦)",2021-04-23T07:00:56.778Z,161916125678000
"River: 5♦, A♥, 4♥, 3♠ [J♦]",2021-04-23T07:00:52.729Z,161916125273300
"""Eric @ dei7kEnUlw"" shows a A♠, K♣.",2021-04-23T07:00:48.707Z,161916124871201
"""cw @ CE0qz3cL7r"" shows a J♥, A♦.",2021-04-23T07:00:48.707Z,161916124871200
"""cw @ CE0qz3cL7r"" calls 795",2021-04-23T07:00:47.895Z,161916124789600
"""Eric @ dei7kEnUlw"" bets 795 and go all in",2021-04-23T07:00:38.708Z,161916123870900
"""cw @ CE0qz3cL7r"" checks",2021-04-23T07:00:36.511Z,161916123651200
"Turn: 5♦, A♥, 4♥ [3♠]",2021-04-23T07:00:34.182Z,161916123418400
"""nik @ fYiRGQheT5"" folds",2021-04-23T07:00:33.376Z,161916123337700
"""cw @ CE0qz3cL7r"" calls 300",2021-04-23T07:00:32.461Z,161916123246200
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:59:56.438Z,161916119643900
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:59:55.533Z,161916119553400
"""Eric @ dei7kEnUlw"" raises to 300",2021-04-23T06:59:52.992Z,161916119299300
"""nik @ fYiRGQheT5"" calls 100",2021-04-23T06:59:42.224Z,161916118222500
"""cw @ CE0qz3cL7r"" bets 100",2021-04-23T06:59:34.579Z,161916117458000
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T06:59:04.897Z,161916114489800
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:59:03.994Z,161916114399400
"Flop:  [5♦, A♥, 4♥]",2021-04-23T06:58:59.548Z,161916113955000
"""cw @ CE0qz3cL7r"" calls 40",2021-04-23T06:58:58.739Z,161916113874000
"""kmoney @ 207qEauJ4R"" calls 40",2021-04-23T06:58:57.827Z,161916113782800
"""GGGGunit @ BSJhpWucQ9"" calls 40",2021-04-23T06:58:53.751Z,161916113375200
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:58:50.709Z,161916113071000
"""Eric @ dei7kEnUlw"" calls 40",2021-04-23T06:58:47.055Z,161916112705600
"""nik @ fYiRGQheT5"" raises to 40",2021-04-23T06:58:41.579Z,161916112158000
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T06:58:38.194Z,161916111819500
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:58:23.670Z,161916110367100
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:58:22.806Z,161916110280700
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:58:07.412Z,161916108741300
"""Eric @ dei7kEnUlw"" posts a missed big blind of 10",2021-04-23T06:58:05.180Z,161916108518315
"""Eric @ dei7kEnUlw"" posts a missing small blind of 5",2021-04-23T06:58:05.180Z,161916108518314
"""kmoney @ 207qEauJ4R"" posts a big blind of 10",2021-04-23T06:58:05.180Z,161916108518313
"""GGGGunit @ BSJhpWucQ9"" posts a small blind of 5",2021-04-23T06:58:05.180Z,161916108518312
"Your hand is J♥, A♦",2021-04-23T06:58:05.180Z,161916108518305
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1752) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2350) | #3 ""cw @ CE0qz3cL7r"" (3387) | #4 ""nik @ fYiRGQheT5"" (2785) | #5 ""Eric @ dei7kEnUlw"" (1140) | #7 ""kz @ 0a6Ik_ZRiT"" (261) | #8 ""GGGGunit @ BSJhpWucQ9"" (3020) | #9 ""kmoney @ 207qEauJ4R"" (1786) | #10 ""GQ @ Tj43FUuDGB"" (1377)",2021-04-23T06:58:05.180Z,161916108518302
"-- starting hand #121  (No Limit Texas Hold'em) (dealer: ""kz @ 0a6Ik_ZRiT"") --",2021-04-23T06:58:05.180Z,161916108518301
"The player ""Eric @ dei7kEnUlw"" joined the game with a stack of 1140.",2021-04-23T06:58:05.180Z,161916108518300
"-- ending hand #120 --",2021-04-23T06:57:56.139Z,161916107614003
"""kz @ 0a6Ik_ZRiT"" shows a J♣, 7♦.",2021-04-23T06:57:56.139Z,161916107614002
"""GGGGunit @ BSJhpWucQ9"" collected 3020 from pot with Full House, 7's over A's (combination: 7♥, 7♠, 7♣, A♣, A♠)",2021-04-23T06:57:56.139Z,161916107614001
"""GGGGunit @ BSJhpWucQ9"" shows a 7♥, A♣.",2021-04-23T06:57:56.139Z,161916107614000
"""GGGGunit @ BSJhpWucQ9"" calls 1460 and go all in",2021-04-23T06:57:55.334Z,161916107533500
"""kz @ 0a6Ik_ZRiT"" raises to 1460 and go all in",2021-04-23T06:57:43.306Z,161916106330700
"""GGGGunit @ BSJhpWucQ9"" raises to 600",2021-04-23T06:57:39.424Z,161916105942500
"The player ""Eric @ dei7kEnUlw"" sit back with the stack of 1140.",2021-04-23T06:57:22.798Z,161916104279900
"""kz @ 0a6Ik_ZRiT"" raises to 300",2021-04-23T06:57:07.002Z,161916102700200
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:56:56.062Z,161916101606400
"""GGGGunit @ BSJhpWucQ9"" raises to 150",2021-04-23T06:56:51.874Z,161916101187600
"""kz @ 0a6Ik_ZRiT"" bets 50",2021-04-23T06:56:44.312Z,161916100431300
"River: A♠, 7♠, J♥, 7♣ [6♠]",2021-04-23T06:56:39.901Z,161916099990700
"""cw @ CE0qz3cL7r"" checks",2021-04-23T06:56:39.090Z,161916099909100
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:56:35.633Z,161916099563400
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:56:28.536Z,161916098853600
"Turn: A♠, 7♠, J♥ [7♣]",2021-04-23T06:56:24.526Z,161916098452800
"""cw @ CE0qz3cL7r"" calls 20",2021-04-23T06:56:23.718Z,161916098371900
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:56:17.439Z,161916097744000
"""GGGGunit @ BSJhpWucQ9"" calls 20",2021-04-23T06:56:13.102Z,161916097310300
"""kz @ 0a6Ik_ZRiT"" bets 20",2021-04-23T06:56:08.988Z,161916096899000
"Flop:  [A♠, 7♠, J♥]",2021-04-23T06:56:03.017Z,161916096301900
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:56:02.209Z,161916096221000
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T06:56:00.928Z,161916096092900
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:55:58.054Z,161916095805600
"""cw @ CE0qz3cL7r"" calls 10",2021-04-23T06:55:51.224Z,161916095122500
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:55:41.060Z,161916094106100
"""Adi @ YH01OuL_N3"" calls 10",2021-04-23T06:55:38.927Z,161916093892800
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:55:32.705Z,161916093270600
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:55:30.579Z,161916093057900
"""GGGGunit @ BSJhpWucQ9"" posts a big blind of 10",2021-04-23T06:55:28.786Z,161916092878811
"""kz @ 0a6Ik_ZRiT"" posts a small blind of 5",2021-04-23T06:55:28.786Z,161916092878810
"Your hand is K♦, Q♦",2021-04-23T06:55:28.786Z,161916092878804
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1762) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2350) | #3 ""cw @ CE0qz3cL7r"" (3417) | #4 ""nik @ fYiRGQheT5"" (2785) | #7 ""kz @ 0a6Ik_ZRiT"" (1751) | #8 ""GGGGunit @ BSJhpWucQ9"" (1490) | #9 ""kmoney @ 207qEauJ4R"" (1786) | #10 ""GQ @ Tj43FUuDGB"" (1377)",2021-04-23T06:55:28.786Z,161916092878801
"-- starting hand #120  (No Limit Texas Hold'em) (dealer: ""nik @ fYiRGQheT5"") --",2021-04-23T06:55:28.786Z,161916092878800
"-- ending hand #119 --",2021-04-23T06:55:19.774Z,161916091977503
"""kmoney @ 207qEauJ4R"" shows a A♥, A♦.",2021-04-23T06:55:19.774Z,161916091977502
"""cw @ CE0qz3cL7r"" collected 625 from pot with Straight, 5 High (combination: 5♦, 4♣, 3♣, 2♠, A♠)",2021-04-23T06:55:19.774Z,161916091977501
"""cw @ CE0qz3cL7r"" shows a 2♠, K♣.",2021-04-23T06:55:19.774Z,161916091977500
"""cw @ CE0qz3cL7r"" checks",2021-04-23T06:55:18.964Z,161916091896400
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T06:55:17.440Z,161916091744100
"River: 3♣, 5♦, A♠, 4♣ [Q♦]",2021-04-23T06:55:13.791Z,161916091379700
"""kmoney @ 207qEauJ4R"" calls 240",2021-04-23T06:55:12.984Z,161916091298600
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:55:10.539Z,161916091054000
"""cw @ CE0qz3cL7r"" raises to 240",2021-04-23T06:55:09.597Z,161916090959800
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:54:56.837Z,161916089683800
"""kmoney @ 207qEauJ4R"" bets 120",2021-04-23T06:54:55.587Z,161916089558800
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:54:51.528Z,161916089152900
"Turn: 3♣, 5♦, A♠ [4♣]",2021-04-23T06:54:48.037Z,161916088804000
"""cw @ CE0qz3cL7r"" checks",2021-04-23T06:54:47.228Z,161916088722900
"""Adi @ YH01OuL_N3"" checks",2021-04-23T06:54:46.301Z,161916088630200
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T06:54:44.797Z,161916088479800
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:54:43.894Z,161916088389500
"Flop:  [3♣, 5♦, A♠]",2021-04-23T06:54:41.180Z,161916088118200
"""kz @ 0a6Ik_ZRiT"" calls 35",2021-04-23T06:54:40.349Z,161916088035000
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:54:38.174Z,161916087817600
"""cw @ CE0qz3cL7r"" calls 35",2021-04-23T06:54:37.189Z,161916087719000
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:54:34.717Z,161916087471900
"""Adi @ YH01OuL_N3"" calls 35",2021-04-23T06:54:33.862Z,161916087386300
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:54:31.592Z,161916087159400
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T06:54:23.429Z,161916086343000
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:54:16.410Z,161916085641100
"""kz @ 0a6Ik_ZRiT"" posts a big blind of 10",2021-04-23T06:54:11.565Z,161916085156711
"""nik @ fYiRGQheT5"" posts a small blind of 5",2021-04-23T06:54:11.565Z,161916085156710
"Your hand is 2♠, K♣",2021-04-23T06:54:11.565Z,161916085156704
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1797) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2350) | #3 ""cw @ CE0qz3cL7r"" (3067) | #4 ""nik @ fYiRGQheT5"" (2790) | #7 ""kz @ 0a6Ik_ZRiT"" (1786) | #8 ""GGGGunit @ BSJhpWucQ9"" (1490) | #9 ""kmoney @ 207qEauJ4R"" (2061) | #10 ""GQ @ Tj43FUuDGB"" (1377)",2021-04-23T06:54:11.565Z,161916085156701
"-- starting hand #119  (No Limit Texas Hold'em) (dealer: ""cw @ CE0qz3cL7r"") --",2021-04-23T06:54:11.565Z,161916085156700
"-- ending hand #118 --",2021-04-23T06:54:02.518Z,161916084252002
"""GGGGunit @ BSJhpWucQ9"" collected 885 from pot with Straight, 6 High (combination: 6♥, 5♦, 4♠, 3♣, 2♠)",2021-04-23T06:54:02.518Z,161916084252001
"""GGGGunit @ BSJhpWucQ9"" shows a 6♥, 5♦.",2021-04-23T06:54:02.518Z,161916084252000
"""TMILZ$ @ NfALsuXjZ9"" calls 240",2021-04-23T06:54:01.706Z,161916084170700
"""GGGGunit @ BSJhpWucQ9"" bets 240",2021-04-23T06:53:56.824Z,161916083682400
"River: 3♣, 4♠, J♣, 2♠ [4♥]",2021-04-23T06:53:44.348Z,161916082435300
"""GGGGunit @ BSJhpWucQ9"" calls 135",2021-04-23T06:53:43.538Z,161916082353900
"""TMILZ$ @ NfALsuXjZ9"" bets 135",2021-04-23T06:53:39.007Z,161916081900900
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:53:36.208Z,161916081620900
"Turn: 3♣, 4♠, J♣ [2♠]",2021-04-23T06:53:32.347Z,161916081235000
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:53:31.537Z,161916081153800
"""GGGGunit @ BSJhpWucQ9"" calls 45",2021-04-23T06:53:29.696Z,161916080969700
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:53:24.955Z,161916080495600
"""TMILZ$ @ NfALsuXjZ9"" bets 45",2021-04-23T06:53:23.095Z,161916080309600
"""Adi @ YH01OuL_N3"" checks",2021-04-23T06:53:19.236Z,161916079923700
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:53:17.234Z,161916079723500
"""nik @ fYiRGQheT5"" checks",2021-04-23T06:53:14.237Z,161916079423800
"Flop:  [3♣, 4♠, J♣]",2021-04-23T06:53:12.142Z,161916079214300
"""nik @ fYiRGQheT5"" checks",2021-04-23T06:53:11.335Z,161916079133600
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:53:09.717Z,161916078971800
"""TMILZ$ @ NfALsuXjZ9"" calls 10",2021-04-23T06:53:08.812Z,161916078881300
"""Adi @ YH01OuL_N3"" calls 10",2021-04-23T06:53:07.895Z,161916078789500
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:53:05.230Z,161916078523100
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:53:04.340Z,161916078434100
"""GGGGunit @ BSJhpWucQ9"" calls 10",2021-04-23T06:53:03.439Z,161916078344000
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:53:00.748Z,161916078075000
"""nik @ fYiRGQheT5"" posts a big blind of 10",2021-04-23T06:52:58.728Z,161916077872912
"""cw @ CE0qz3cL7r"" posts a small blind of 5",2021-04-23T06:52:58.728Z,161916077872911
"Your hand is 6♦, 9♠",2021-04-23T06:52:58.728Z,161916077872905
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1807) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2780) | #3 ""cw @ CE0qz3cL7r"" (3072) | #4 ""nik @ fYiRGQheT5"" (2800) | #7 ""kz @ 0a6Ik_ZRiT"" (1786) | #8 ""GGGGunit @ BSJhpWucQ9"" (1035) | #9 ""kmoney @ 207qEauJ4R"" (2061) | #10 ""GQ @ Tj43FUuDGB"" (1377)",2021-04-23T06:52:58.728Z,161916077872902
"-- starting hand #118  (No Limit Texas Hold'em) (dealer: ""TMILZ$ @ NfALsuXjZ9"") --",2021-04-23T06:52:58.728Z,161916077872901
"The player ""Eric @ dei7kEnUlw"" stand up with the stack of 1140.",2021-04-23T06:52:58.728Z,161916077872900
"""cw @ CE0qz3cL7r"" shows a A♣, 4♠.",2021-04-23T06:52:56.230Z,161916077623100
"-- ending hand #117 --",2021-04-23T06:52:55.094Z,161916077509502
"""kmoney @ 207qEauJ4R"" collected 275 from pot",2021-04-23T06:52:55.094Z,161916077509501
"Uncalled bet of 95 returned to ""kmoney @ 207qEauJ4R""",2021-04-23T06:52:55.094Z,161916077509500
"""GGGGunit @ BSJhpWucQ9"" folds",2021-04-23T06:52:54.283Z,161916077428400
"""kmoney @ 207qEauJ4R"" bets 95",2021-04-23T06:52:51.759Z,161916077176000
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:52:42.850Z,161916076285100
"Turn: J♠, A♦, 8♠ [A♥]",2021-04-23T06:52:39.396Z,161916075940000
"""kmoney @ 207qEauJ4R"" checks",2021-04-23T06:52:38.590Z,161916075859100
"""GGGGunit @ BSJhpWucQ9"" checks",2021-04-23T06:52:33.485Z,161916075348700
"Flop:  [J♠, A♦, 8♠]",2021-04-23T06:52:30.566Z,161916075056700
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:52:29.758Z,161916074975900
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:52:26.526Z,161916074652700
"""kmoney @ 207qEauJ4R"" calls 100",2021-04-23T06:52:20.660Z,161916074066100
"""GGGGunit @ BSJhpWucQ9"" raises to 100",2021-04-23T06:52:17.344Z,161916073734500
"""Eric @ dei7kEnUlw"" calls 35",2021-04-23T06:52:11.511Z,161916073151300
"""cw @ CE0qz3cL7r"" calls 35",2021-04-23T06:52:08.718Z,161916072871900
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:51:48.533Z,161916070853300
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:51:47.678Z,161916070767900
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:51:44.294Z,161916070429500
"""kmoney @ 207qEauJ4R"" raises to 35",2021-04-23T06:51:38.555Z,161916069855600
"""GGGGunit @ BSJhpWucQ9"" calls 10",2021-04-23T06:51:14.704Z,161916067470600
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:51:12.269Z,161916067227000
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T06:51:11.366Z,161916067136800
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:51:08.794Z,161916066879500
"""cw @ CE0qz3cL7r"" posts a big blind of 10",2021-04-23T06:51:06.122Z,161916066612312
"""TMILZ$ @ NfALsuXjZ9"" posts a small blind of 5",2021-04-23T06:51:06.122Z,161916066612311
"Your hand is A♣, 4♠",2021-04-23T06:51:06.122Z,161916066612304
"Player stacks: #1 ""Adi @ YH01OuL_N3"" (1807) | #2 ""TMILZ$ @ NfALsuXjZ9"" (2785) | #3 ""cw @ CE0qz3cL7r"" (3107) | #4 ""nik @ fYiRGQheT5"" (2800) | #5 ""Eric @ dei7kEnUlw"" (1175) | #7 ""kz @ 0a6Ik_ZRiT"" (1786) | #8 ""GGGGunit @ BSJhpWucQ9"" (1135) | #9 ""kmoney @ 207qEauJ4R"" (1886) | #10 ""GQ @ Tj43FUuDGB"" (1377)",2021-04-23T06:51:06.122Z,161916066612301
"-- starting hand #117  (No Limit Texas Hold'em) (dealer: ""Adi @ YH01OuL_N3"") --",2021-04-23T06:51:06.122Z,161916066612300
"-- ending hand #116 --",2021-04-23T06:51:03.212Z,161916066321302
"""GGGGunit @ BSJhpWucQ9"" collected 165 from pot",2021-04-23T06:51:03.212Z,161916066321301
"Uncalled bet of 40 returned to ""GGGGunit @ BSJhpWucQ9""",2021-04-23T06:51:03.212Z,161916066321300
"""kz @ 0a6Ik_ZRiT"" folds",2021-04-23T06:51:02.402Z,161916066240300
"""Eric @ dei7kEnUlw"" folds",2021-04-23T06:51:01.502Z,161916066150300
"""GQ @ Tj43FUuDGB"" folds",2021-04-23T06:50:55.952Z,161916065595200
"""kmoney @ 207qEauJ4R"" folds",2021-04-23T06:50:55.066Z,161916065506700
"""GGGGunit @ BSJhpWucQ9"" bets 40",2021-04-23T06:50:51.147Z,161916065114800
"""kz @ 0a6Ik_ZRiT"" checks",2021-04-23T06:50:45.004Z,161916064500500
"""Eric @ dei7kEnUlw"" checks",2021-04-23T06:50:43.378Z,161916064337900
"Flop:  [A♦, 2♥, 4♣]",2021-04-23T06:50:32.238Z,161916063224000
"""GGGGunit @ BSJhpWucQ9"" calls 30",2021-04-23T06:50:31.431Z,161916063143200
"""kz @ 0a6Ik_ZRiT"" calls 30",2021-04-23T06:50:29.781Z,161916062978200
"""Eric @ dei7kEnUlw"" calls 30",2021-04-23T06:50:27.858Z,161916062785900
"""TMILZ$ @ NfALsuXjZ9"" folds",2021-04-23T06:50:23.826Z,161916062382600
"""Adi @ YH01OuL_N3"" folds",2021-04-23T06:50:22.971Z,161916062297200
"""GQ @ Tj43FUuDGB"" calls 30",2021-04-23T06:50:20.741Z,161916062074200
"""kmoney @ 207qEauJ4R"" raises to 30",2021-04-23T06:50:19.605Z,161916061960600
"""GGGGunit @ BSJhpWucQ9"" calls 10",2021-04-23T06:50:15.515Z,161916061551600
"""kz @ 0a6Ik_ZRiT"" calls 10",2021-04-23T06:50:14.349Z,161916061435000
"""Eric @ dei7kEnUlw"" calls 10",2021-04-23T06:50:13.127Z,161916061312800
"""nik @ fYiRGQheT5"" folds",2021-04-23T06:50:01.552Z,161916060155300
"""cw @ CE0qz3cL7r"" folds",2021-04-23T06:50:00.642Z,161916060064300
